Tweet,Message,Match,Polarity
469,MeekMill you gonna ever tour in Canada askmeek,askmeek,Neutral
470,RT VennInnovation Innovation can happen in small rural communities  and looking at the data about New Brunswick and Canada we can se,se,Neutral
471,Michael JustinTrudeau lopezobrador The NDP will never vote out turd boy Singh is here to destroy Cana httpstcoTggSoeR,destroy,Negative
472,RT GailVazOxlade Here in Canada weve stalled bc of conservatives who like to give our  to their rich friends httpstcouBTvATTlMg,like,Positive
473,"UpCanuck GretaThunberg Damn it  billion NOT 

Europe  M
USA  M
Canada  M

 billion people",people,Neutral
474,Glad you asked  I cant keep up either,either,Neutral
475,"RT mannyottawa WARNING  
If you are triggered about ClimateCrisis and as afraid as GretaThunberg dont read this tweet

China
",afraid,Negative
476,RT ksonney My God the train has WiFi Canada is already more civilized than the US,US,Neutral
477,A  survey entitled women and weed asked  women across Canada and the US about their thoughts and habit httpstcoxKQawJDe,weed,Negative
478,RT Sugarda Im a legit sugardaddy trust me Im here to help my real sugarbabies no sex no nude pics just wanna help to pay all yo,trust,Positive
479,RT newmandustin Diving deeper into Oil Differential for Western Canada httpstcojNfinPa,httpstcojNfinPa,Neutral
480,This has to be one of the most bizarre amp stupid thing to happenand for me to read Virtuesignaling PC nonsense a httpstcoUHLqAubW,bizarre,Negative
481,HaveWeAllGoneM The Prince  hoping to get  Trillion No money in oil only in Canada  httpstcoXirukENr,httpstcoXirukENr,Neutral
482,RT Imamofpeace State Department says Iran still biggest state sponsor of terror spends B per year on proxies Theres no Iranian Embas,terror,Negative
483,"RT LeonardRoxon Calgarybased Encana moving to US due to Trudeau Liberal hostile antiOil policies

Canada loses
Crazed alarmism amp th",hostile,Negative
484,"Fave this amp ill send u a name

 Schoolclassmates
 months
 Yes as a fwend
 Nope babae eh
 Nung prac sa httpstcoEmwhWMLPGi",httpstcoEmwhWMLPGi,Neutral
485,RT RickAnderson Grew up in Québec Watched as separatism went through three decades of conflict The constant political uncertainty drove,conflict,Negative
486,RT MikeHudema Bangladesh has been installing  solar systems on residential roofs a month Theyre nearing  million Canada and th,th,Neutral
487,RT OttawaPolitico Something is fundamentally wrong and unbalanced here If this isnt a constitutional challenge then I dont know what,wrong,Negative
488,CantankerousDen CaraPac EssexPR Of course I grew up in Canada There is no inheritance tax there Why a httpstcoQkeBelKcES,httpstcoQkeBelKcES,Neutral
489,RT KieserBill DrGillLeighton Hes not only the laziest PM in Canadian history hes the laziest Canadian in Canadas history,Canadas,Neutral
490,RT nathancullen Not once when a PM from Alberta was trying to force an oil pipeline down our throats here in Northern BC threatening our,threatening,Negative
491,I keep saying Im importing my man And thats on that He ready too Lol But the plan is to head to Canada,ready,Positive
492,RT PapaJohns Just ordered PapaJohns Use promo code PAPATRACK for  off your next regular menu price order US amp Canada online only,only,Neutral
493,RT TheTorontoZoo Now through Nov we are hosting The Great War in Colour A New Look at Canadas First World War Efforts,Efforts,Neutral
494,Idk about Canada but this is completely ligit in Amsterdam mayos a little different thou,thou,Neutral
495,RT CapcomFighters Canada Cup   Top   CPT  httpstcoaoSpk,httpstcoaoSpk,Neutral
496,"RT WBrettWilson WEB POLL Do you think the west separating from Canada is a real possibility 

Take a go Offer your honest opinion h",honest,Positive
497,RT BrettCMajor Lawrence Solomon If Alberta turns separatist the Rest of Canada is in big trouble  Financial Post httpstcotNnzmWU,trouble,Negative
498,RT JCCWhyte In case you missed it there is one woman at the helm NWT elects Canadas only current female premier  CBC News https,missed,Negative
499,erinnmarieeg Lol in Canada you have to paid for ambulance rides which is not cover under free health care,free,Positive
500,RT JacobiteJolly This is a country founded by Conservatives such as John A Macdonald and GeorgeEtienne Cartier for the profoundly cons,profoundly,Positive
501,RT NunzioReal studentsfordemo QueenbeeAxs RTcom I heard the boos from Canada ,Canada,Neutral
502,RT presscoreca Jewish leaders warned the US gov about the Israeli terrorist cell Jewish Defense League Jews know how dangerous they are,warned,Negative
503,temasmith QueenMab NYPop RosalieVermeire I dont know about Canada as Ive not experienced the healthcare t httpstcoMXqNrYeQA,httpstcoMXqNrYeQA,Neutral
504,"RT MommytaMaldita Goodmorning

No  by Nadine Lustre and Ruby Ibarra 

 iTunes Canada
RampBSoul genre

 httpstcoLJhDGNicT",httpstcoLJhDGNicT,Neutral
505,RT sunlorrie A dangerous new law Basically it turns what should be at worst a civil defamation case into a criminal matter Its using,dangerous,Negative
506,RT BMcM How do states holding state leg elections this week stack up in terms of  of women serving as state legislators Not great,great,Positive
507,GGJuliePayette Trudeau must go He did not win popular vote He is cause of west threatening to separate  Trudeau httpstcoKFhcoSfSp,win,Positive
508,RT CODART Rembrandt died OnThisDay  years ago Museums all over the world are celebrating the anniversary of his death with exhibiti,died,Negative
509,RT levinepmc The complete and utter stupidity of Bill Morneaus comments are breathtaking When head offices move the spinoff effect of,stupidity,Negative
510,RT WendyBugliari Loveon elindburg JohnCEllenson lovetogive YDanasmithdutra arapaho janforney Veriphide sprzyslp platoin,platoin,Neutral
511,And how Canadian political parties dont use it internally to elect their leaders either ,either,Neutral
512,"The truth that nobody will admit by PatriarchTree

I am neither a bot nor a Russian myself  My location is way httpstcowBMFKmH",httpstcowBMFKmH,Neutral
513,"RT JacobiteJolly Canada is founded upon principles that recognize the supremacy of God and the rule of law

Stockwell Day httpstc",supremacy,Positive
514,RT janismullan Ha ha ha ha ha ha ha  To all of the asshats who vote Conservative in Alberta You deserve EVERYTHING you are about to loo,loo,Neutral
515,I once finished a fight in Edmonton Canada by exploding a mans ear robinblackmma while commentating the Dave httpstcoaiQrJbtct,httpstcoaiQrJbtct,Neutral
516,RT invisiblepeople Ive visited Edmonton before but today was the st time I walked around downtown in Canadas freezing cold weather,freezing,Negative
517,MStadnek Marvin our transfer payments would help us more in Alberta then helping Canada,helping,Positive
518,RT WeAreCanProud The demonization campaign against Canadas energy industry is making us the suckers of the world and other countries w,w,Neutral
519,RT kritter Trudeau amp Obamas bromance Why havent Dems noticed these are two peas in a pod Trudeau is destroying Canada the same w,w,Neutral
520,"RT ThePeakyBlinder Thomas Shelby MP is making waves in parliament and attracting some attention

All five series of PeakyBlinders ar",ar,Neutral
521,RT narinistan Canadian government is wrongfully deporting my friend who is subject to be hung in Iran for being an atheist Kurd Please r,hung,Negative
522,How muchis on Canadians hands under the B arms deal to Saudi Arabia under Harper More than  people kil httpstcoMzeOcFO,httpstcoMzeOcFO,Neutral
523,komeasy ABC So much to unpack there The US and Canada are made of successive waves immigrants from every cultur httpstcofofPYhjV,httpstcofofPYhjV,Neutral
524,RT bimvision Heads Up Canada Time to open your eyes amp realize Canada is being sold out by every Globalist politician httpstcouCpM,httpstcouCpM,Neutral
525,Making welcome signs for our new friends who arrive in Canada on Wednesday withrefugees RefugeesWelcome httpstcodKqbncS,welcome,Positive
526,"skipandkissme lmao yeah
legit everyone myself included wants to stay with engcanada  
we were super close to httpstcogHPUPQKC",super,Positive
527,RT Bandreescu  tho this szn has been insane Blessings on blessingsthank you God amp thank you to everyone who supports me throug,insane,Negative
528,RT BrazilianReport The Brazilian ruling aligns with similar decisions in the US and Canada Courts in all three countries determined th,th,Neutral
529,Ahhh CONGRATS Quit the job who needs it youre going to the MCR reunion show haha,haha,Neutral
530,Apparently America had left the front door unlocked when Canada came in  more like barged in  and now someone else was at the door,like,Positive
531,RT FuzzyWuzzyTO apihtawikosisan Indeed httpstcolxPupWoz,httpstcolxPupWoz,Neutral
532,RT insideskating YuzuruHanyu made some history of his own in Kelowna  or as BrianOrser put it while waiting for the scores You may,may,Neutral
533,"RT FPVaughanIII This is sick

Headline should be 

Judge Protects Those Who Groom Kids For Sex

Is grooming minors for sex something C",sick,Negative
534,"RT iantyson The calm before
OSLC  The Falls in Niagara Ontario Canada httpstcoahknrcysj",calm,Positive
535,RT sunnshiiny This is the Canada I know amp love What a sweet face and lucky parents to have such a wonderful son httpstcojsWZUnMsv,love,Positive
536,zjlaing Russia interfered in Canadas election last month to try to get the right wing Conservative Andrew Scheer httpstcoyzRMXiJPvQ,right,Positive
537,"RT FPVaughanIII This is sick

Headline should be 

Judge Protects Those Who Groom Kids For Sex

Is grooming minors for sex something C",sick,Negative
538,"RT barstoolsports Shut down Canada and start it all over

httpstcoJuvzzISQy",httpstcoJuvzzISQy,Neutral
539,ekonomy Idk man as far as i understand new York is crazy expensive And Canada is huge so be specific,crazy,Negative
540,RT psmaggi Emergency PVAC slammed Please share and pledge now to rescue Please help a couple of these pups live  Killing for space,space,Neutral
541,gregorykhillis Granted the US system is a mess and needs to change and the Canadian level of mediocrity would be b httpstcogJJrortD,mess,Negative
542,AmyMek lisaturnerdecor In Canada I was listening to police scanner Police attending a domestic dispute later rep httpstcoHNHAsFy,dispute,Negative
543,FAN MapleLeafs AirCanada Maybe Air Canada can sponsor all the Canadian teams instead of just Toronto,Toronto,Neutral
544,MeekMill Yo you ever gonna your in Canada askmeek,askmeek,Neutral
545,i would be SO happy here ,happy,Positive
546,"RT tlshields Canadas seniors are becoming the new face of homelessness
Welcome to Trudeaus Canada where the folks that built this cou",cou,Neutral
547,"RT mannyottawa WARNING  
If you are triggered about ClimateCrisis and as afraid as GretaThunberg dont read this tweet

China
",afraid,Negative
548,TherealTownzy AlbertaGrl Gnosens jkenney RachelNotley No I am not crabby guy just living in  The end of oi httpstcootLuySY,crabby,Negative
549,"RT LeonardRoxon Calgarybased Encana moving to US due to Trudeau Liberal hostile antiOil policies

Canada loses
Crazed alarmism amp th",hostile,Negative
550,RT maureenpolitics Im at a total loss as to the hate geared toward the west I have always loved Canada but lately Im more and more uns,loss,Negative
551,RT FLSTC TorontoStar Now do Dreamy Justins favourite parasite Quebec The one hes willing to break the law for bjobs The one t,parasite,Negative
552,katiewr rjonesx Rainbojangles JayGordonMDFAAP RealTimers Im in Canada  The year after the nasal flu httpstcowDAHRTmVHI,httpstcowDAHRTmVHI,Neutral
553,RT RoyalCdnLegion Project Trauma Support is grateful to the Legion for this generous financial support These funds will allow us to off,grateful,Positive
554,"Waxing my board 
Downtown Capetown and Table Mountain are just over my shoulder Rockin my Canada shirt but  httpstcohFXkIiboF",httpstcohFXkIiboF,Neutral
555,RT presscoreca Liberals worried now more than ever about RCMP investigating Justin Trudeau for obstruction This statement by Liberal MPs,worried,Negative
556,midnite I would but youre in Canada right,right,Positive
557,NucksOnNet Minutes Alberta owes  to national debt as we have been a contributor the entire time You had a li httpstcoBgGGtjVpa,debt,Negative
558,RT sirjamesa This list called the cops on me for being too loud httpstcodpdrEgyv,loud,Negative
559,MonsterCa Got it covered Im takin canada over,over,Neutral
560,"RT CoryBMorgan Energy companies in Alberta are not closing shop 

They are moving 

That is because there are vibrant and viable fossil",vibrant,Positive
561,"RT roisale H SoW EDITION NA  PINS  BYLETH SWEATER GIVEAWAY

TampC 

  winner will be randomly selected via tweetdraw
 rt  reply",winner,Positive
562,"RT NBACanada  Cousins from Canada 

 via okcthunder httpstconfQdbWSdh",httpstconfQdbWSdh,Neutral
563,RT CPSwoveland Yesterday the Alberta Separatists were carrying signs and speaking against socialism in Canada Guess help for truly needy,needy,Negative
564,roywoodjr Weed is legal in Canada this is what happens,happens,Neutral
565,RT EngineersCanada Did you know that as an engineer in Canada you may be covered by Secondary Professional Liability Insurance This uniq,uniq,Neutral
566,JaniceFiamengo Canada is a fascist police state Change my mind,fascist,Negative
567,RT CaptainDick Watch what you tweet new election law chills speech say critics  CBC News httpstcoRMsGjuOFGJ  Wonderful law h,critics,Negative
568,Id say fuck it and be a Mavs fan but Dallas is just as terrible as Canada,fuck,Negative
569,Doesnt deserve to be PM of Canada He is obviously a globalist and has seared his conscience doing only God knows httpstcoBEHidgLTPv,httpstcoBEHidgLTPv,Neutral
570,RT AlwynFJH Twitter Im only telling you this bc in the Referendum my flatmates were from NZ Canada amp Australia and NONE of them knew t,t,Neutral
571,RT PokkenCanada After contributing over  CAD to FrostFire s Pot bonus for PokkenTournamentDX  Ryced has sent a massive co,bonus,Positive
572,Thats it Im moving,moving,Neutral
573,Come join us on  for the next chapter of our Americas Election Series where we will discuss the results of the httpstcolbDCHcao,httpstcolbDCHcao,Neutral
574,RT gilmcgowan Expert mocks wexit argument that Canada would be required to give a Alberta pipeline access to the sea The only thing th,mocks,Negative
575,RT TWilsonOttawa Adam Vaughan is just another far left activist politician living high on the hog with our money and using his urban pri,pri,Neutral
576,RT babyyyg Yall do this every year You hear theres gonna be snow in the weather forecast in NOVEMBER in CANADA why are you sur,sur,Neutral
577,"RT JanetInglis How have they been so easily dismantled in countries like Canada and the UK
Countries with reputations as leaders in the",like,Positive
578,"RT EnjoyNature Snowy mountains and lake in Banff National Park Canada

nature mountains pictures hiking httpstcoiwswnFE",httpstcoiwswnFE,Neutral
579,Can we build a wall around Canada next,next,Neutral
580,Blunt but honest Canada has in effect rejected any illusion  American Nations httpstcoShwHidZH httpstcouYwDwf,honest,Positive
581,"RT leaala JaDinePhilly bentley Canada supports Nadine all the way

NoNadineXRubyOutNow",supports,Positive
582,Or expats living in Canada for that matter Living in Australia You can still co tribute to the Canadian resettlem httpstcortTITYiI,httpstcortTITYiI,Neutral
583,"RT docsozeren This is a naked truth about those socalled leaders of the Muslim world who blamed the West of being hypocrites

Xinjiang",hypocrites,Negative
